V1,	V2,	V3,	V4,	V5,	V6,	V7,	V8,	V9,	V10,	V11,	V12,	V13,	V14
243,	0.61642,	c,	b,	0.53333,	g,	e,	a,	a,	b,	0.0,	0.0,	0.23469,	a,	0
244,	0.30136,	b,	b,	0.53333,	b,	j,	b,	NA,	a,	0.0,	0.0,	nan,	a,	0
245,	nan,	c,	h,	0.59999,	b,	i,	b,	a,	a,	0.0,	0.34089,	0.49997,	NA,	0
246,	0.24657,	c,	NA,	0.53333,	c,	g,	a,	a,	a,	0.0,	0.0,	nan,	a,	0
247,	0.16438,	c,	c,	0.40000,	a,	j,	a,	a,	b,	0.0,	0.0,	0.39794,	a,	0
248,	0.80823,	b,	d,	nan,	b,	NA,	b,	a,	a,	0.0,	0.0,	0.09183,	a,	0
249,	nan,	NA,	NA,	0.53333,	b,	NA,	b,	NA,	a,	0.0,	0.0,	0.44897,	a,	0
250,	0.08218,	NA,	i,	nan,	a,	NA,	d,	b,	b,	0.0,	0.0,	0.14285,	NA,	0
251,	0.56164,	b,	b,	0.53333,	b,	b,	b,	a,	NA,	0.0,	0.0,	0.39794,	a,	0
252,	0.67120,	c,	NA,	0.53333,	a,	g,	a,	a,	a,	0.02050,	nan,	0.55101,	a,	0
253,	0.32877,	c,	h,	0.59999,	NA,	i,	a,	b,	a,	nan,	0.0,	0.44897,	a,	0
254,	0.12328,	c,	a,	0.79998,	a,	a,	a,	a,	a,	0.0,	0.0,	0.39794,	a,	0
255,	0.41097,	c,	i,	0.66665,	a,	NA,	a,	NA,	a,	0.0,	0.0,	0.39794,	a,	0
256,	0.52054,	f,	k,	0.33333,	b,	a,	b,	a,	a,	0.0,	0.0,	0.39794,	a,	0
257,	nan,	c,	NA,	nan,	b,	g,	b,	a,	a,	0.0,	0.0,	0.39794,	a,	0
258,	0.0,	c,	NA,	0.13333,	a,	e,	f,	a,	NA,	0.0,	0.0,	0.47959,	d,	0
259,	0.17808,	NA,	NA,	0.53333,	a,	NA,	f,	NA,	a,	0.0,	0.0,	0.39794,	NA,	0
260,	0.43834,	c,	d,	nan,	NA,	c,	a,	a,	a,	0.0,	0.0,	0.60204,	a,	0
261,	nan,	c,	b,	0.53333,	a,	l,	e,	b,	NA,	0.0,	0.0,	0.29591,	l,	0
262,	0.38356,	c,	b,	0.53333,	b,	e,	b,	b,	a,	0.0,	nan,	0.39794,	a,	0
263,	0.12328,	c,	f,	0.73332,	a,	NA,	a,	a,	a,	0.0,	0.0,	0.39794,	a,	0
264,	nan,	c,	b,	0.53333,	a,	f,	NA,	a,	a,	0.0,	nan,	0.19387,	a,	0
265,	0.06849,	a,	h,	0.59999,	a,	k,	d,	b,	b,	0.0,	0.0,	0.39794,	NA,	0
266,	0.35614,	b,	NA,	0.79998,	a,	l,	a,	a,	NA,	0.0,	0.0,	nan,	NA,	0
267,	0.68493,	NA,	c,	nan,	b,	NA,	b,	NA,	a,	0.0,	0.0,	0.07142,	a,	0
268,	nan,	NA,	i,	0.66665,	c,	NA,	e,	a,	b,	0.0,	nan,	0.39794,	a,	0
269,	0.53422,	c,	f,	0.73332,	f,	e,	a,	a,	a,	0.0,	0.0,	0.24489,	m,	0
270,	0.19177,	c,	a,	0.79998,	a,	c,	d,	a,	a,	0.0,	nan,	0.24489,	a,	0
271,	nan,	NA,	b,	nan,	NA,	e,	b,	NA,	a,	0.0,	0.0,	0.39794,	a,	0
272,	0.39724,	NA,	c,	nan,	b,	NA,	b,	a,	NA,	0.0,	0.0,	0.29591,	a,	0
273,	0.65752,	c,	c,	0.40000,	g,	e,	e,	d,	a,	0.0,	0.0,	0.39794,	a,	0
274,	nan,	NA,	b,	0.53333,	b,	a,	c,	a,	b,	0.0,	0.0,	0.34694,	a,	0
275,	0.12328,	NA,	e,	0.26665,	b,	i,	b,	a,	NA,	0.0,	0.0,	0.39794,	n,	0
276,	0.26026,	c,	NA,	nan,	b,	e,	c,	a,	b,	0.0,	0.0,	0.23469,	a,	0
277,	0.35614,	c,	a,	0.79998,	b,	g,	b,	a,	a,	0.0,	nan,	nan,	a,	0
278,	0.06849,	c,	b,	nan,	f,	l,	a,	a,	a,	nan,	0.0,	0.55101,	NA,	0
279,	nan,	c,	b,	0.53333,	b,	i,	b,	a,	a,	0.0,	nan,	0.39794,	NA,	0
280,	nan,	NA,	h,	0.59999,	b,	NA,	b,	a,	a,	0.0,	0.0,	0.44897,	a,	0
281,	0.06849,	NA,	f,	0.73332,	a,	l,	NA,	a,	b,	0.0,	0.0,	0.14285,	a,	0
282,	0.30136,	c,	b,	0.53333,	c,	l,	e,	a,	NA,	0.0,	0.0,	nan,	a,	0
283,	0.12328,	d,	NA,	0.59999,	a,	a,	e,	a,	b,	0.0,	0.0,	0.14285,	a,	0
284,	0.0,	c,	c,	0.40000,	a,	NA,	d,	NA,	NA,	nan,	nan,	0.09183,	NA,	0
285,	0.38356,	c,	b,	0.53333,	b,	NA,	b,	b,	a,	nan,	0.0,	0.39794,	a,	0
286,	0.36987,	c,	b,	0.53333,	a,	i,	a,	b,	a,	0.0,	0.0,	0.39794,	a,	0
287,	0.04109,	f,	h,	0.59999,	a,	NA,	NA,	NA,	NA,	0.0,	0.0,	0.09183,	a,	0
288,	nan,	c,	b,	0.53333,	b,	i,	c,	a,	b,	0.0,	0.0,	0.39794,	NA,	0
289,	0.08218,	c,	h,	0.59999,	a,	l,	a,	NA,	a,	0.0,	nan,	0.39794,	NA,	0
290,	0.39724,	b,	d,	0.86665,	c,	j,	a,	a,	a,	0.0,	0.0,	0.29591,	NA,	0
291,	nan,	c,	b,	nan,	b,	l,	b,	a,	NA,	0.0,	nan,	0.49997,	a,	0
292,	0.50685,	c,	b,	0.53333,	c,	NA,	NA,	a,	a,	0.0,	0.0,	nan,	a,	0
293,	0.39724,	c,	j,	0.13333,	c,	NA,	a,	NA,	b,	0.0,	0.53694,	nan,	a,	0
294,	nan,	c,	h,	0.59999,	b,	i,	b,	NA,	a,	0.0,	0.0,	0.39794,	a,	0
295,	0.39724,	c,	h,	0.59999,	NA,	NA,	a,	a,	b,	nan,	0.0,	0.39794,	a,	0
296,	nan,	f,	h,	0.59999,	b,	g,	c,	a,	b,	0.0,	0.0,	0.39794,	a,	0
297,	0.08218,	NA,	b,	0.53333,	NA,	e,	a,	a,	b,	0.0,	0.0,	0.24489,	a,	0
298,	0.16438,	c,	NA,	0.53333,	d,	NA,	a,	a,	NA,	0.0,	0.0,	nan,	a,	0
299,	0.02739,	NA,	h,	0.59999,	a,	a,	NA,	NA,	b,	0.0,	0.0,	0.15306,	NA,	0
300,	0.02739,	c,	b,	0.53333,	a,	NA,	f,	a,	NA,	0.0,	0.0,	0.39794,	NA,	0
301,	0.13698,	c,	a,	0.79998,	a,	i,	a,	a,	a,	0.0,	nan,	0.49997,	a,	0
302,	0.39724,	NA,	f,	0.73332,	d,	i,	NA,	a,	a,	0.0,	0.0,	0.39794,	a,	0
303,	0.23289,	c,	b,	0.53333,	a,	e,	NA,	a,	b,	0.0,	0.0,	0.34694,	a,	0
304,	0.36987,	c,	h,	0.59999,	b,	h,	b,	a,	a,	0.0,	0.0,	nan,	NA,	0
305,	nan,	c,	h,	0.59999,	c,	b,	e,	a,	b,	0.0,	0.0,	0.39794,	NA,	0
306,	0.04109,	NA,	b,	nan,	a,	NA,	f,	NA,	b,	nan,	0.0,	0.34694,	NA,	0
307,	0.04109,	c,	h,	0.59999,	NA,	b,	d,	a,	a,	0.0,	0.0,	nan,	a,	0
308,	0.15068,	c,	h,	nan,	a,	NA,	NA,	a,	b,	0.0,	0.0,	nan,	NA,	0
309,	0.23289,	NA,	i,	0.66665,	c,	h,	a,	a,	b,	0.0,	0.0,	nan,	a,	0
310,	0.15068,	c,	g,	0.19998,	NA,	b,	b,	d,	a,	0.0,	nan,	nan,	e,	0
311,	0.15068,	c,	b,	0.53333,	b,	NA,	b,	a,	a,	0.0,	0.0,	0.39794,	a,	0
312,	0.39724,	NA,	b,	0.53333,	b,	i,	b,	a,	a,	0.0,	nan,	nan,	a,	0
313,	0.20548,	c,	h,	0.59999,	b,	j,	b,	a,	a,	0.0,	0.0,	nan,	a,	0
314,	nan,	f,	h,	0.59999,	c,	e,	NA,	b,	b,	0.0,	0.0,	0.23469,	a,	0
315,	0.09588,	c,	b,	0.53333,	a,	b,	e,	b,	b,	0.0,	0.0,	nan,	a,	0
316,	0.21916,	c,	h,	0.59999,	c,	j,	e,	a,	b,	0.0,	0.0,	0.39794,	a,	0
317,	0.19177,	a,	h,	0.59999,	b,	d,	b,	a,	a,	0.0,	0.0,	0.39794,	NA,	0
318,	0.47944,	NA,	l,	0.06666,	b,	NA,	b,	a,	a,	0.0,	0.0,	0.39794,	NA,	0
319,	0.17808,	c,	c,	0.40000,	NA,	e,	d,	a,	b,	nan,	0.0,	0.18367,	NA,	0
320,	0.23289,	NA,	c,	0.40000,	d,	NA,	a,	b,	NA,	0.0,	0.0,	0.39794,	NA,	0
321,	0.23289,	a,	b,	nan,	c,	NA,	e,	a,	b,	0.0,	0.0,	0.39794,	NA,	0
322,	0.04109,	NA,	NA,	0.59999,	b,	l,	b,	a,	a,	0.0,	0.0,	0.29591,	NA,	0
323,	0.0,	c,	c,	0.40000,	a,	b,	d,	a,	a,	0.02175,	nan,	0.17346,	NA,	0
324,	nan,	c,	b,	0.53333,	NA,	NA,	a,	a,	NA,	0.0,	0.0,	0.39794,	a,	0
325,	0.21916,	c,	k,	nan,	a,	i,	e,	a,	b,	0.0,	0.0,	nan,	a,	0
326,	0.10958,	NA,	b,	0.53333,	b,	NA,	b,	a,	a,	0.0,	0.0,	0.60204,	a,	0
327,	0.26026,	NA,	d,	0.86665,	a,	c,	a,	a,	NA,	0.0,	0.32322,	nan,	a,	0
328,	0.08218,	c,	b,	0.53333,	a,	b,	a,	a,	a,	0.0,	0.0,	nan,	NA,	0
329,	0.41097,	f,	d,	nan,	b,	c,	b,	a,	a,	0.0,	0.0,	0.39794,	NA,	0
330,	0.86301,	NA,	b,	0.53333,	g,	NA,	NA,	a,	NA,	nan,	0.0,	nan,	NA,	0
331,	0.0,	NA,	NA,	0.40000,	a,	NA,	d,	a,	a,	0.0,	0.0,	0.39794,	NA,	0
332,	nan,	b,	a,	0.79998,	f,	c,	a,	a,	b,	0.02174,	0.0,	0.39794,	a,	0
333,	nan,	c,	h,	0.59999,	a,	i,	d,	e,	a,	nan,	0.45452,	0.39794,	o,	0
334,	0.23289,	f,	NA,	0.53333,	a,	f,	a,	b,	a,	0.00594,	nan,	0.60204,	a,	0
335,	0.23289,	f,	h,	0.59999,	NA,	k,	a,	a,	NA,	0.0,	0.0,	nan,	a,	0
336,	0.08218,	c,	h,	0.59999,	NA,	a,	b,	NA,	a,	0.0,	0.0,	0.39794,	a,	0
337,	0.34246,	NA,	h,	0.59999,	b,	a,	c,	a,	b,	0.0,	0.0,	0.39794,	NA,	0
338,	0.16438,	c,	a,	0.79998,	a,	c,	a,	a,	a,	nan,	0.0,	0.39794,	a,	0
339,	0.38356,	c,	b,	0.53333,	c,	a,	NA,	a,	b,	0.0,	0.0,	nan,	a,	0
340,	nan,	d,	b,	0.53333,	a,	m,	d,	NA,	a,	0.0,	0.0,	0.39794,	a,	0
341,	0.13698,	c,	e,	0.26665,	a,	i,	f,	a,	a,	0.0,	nan,	nan,	d,	0
342,	0.04109,	c,	h,	0.59999,	a,	l,	NA,	a,	a,	nan,	0.0,	0.34694,	a,	0
343,	0.36987,	c,	b,	0.53333,	g,	j,	e,	b,	b,	0.0,	0.0,	0.39794,	a,	0
344,	0.46575,	c,	b,	0.53333,	NA,	NA,	b,	c,	a,	0.0,	nan,	0.39794,	a,	0
345,	0.04109,	c,	b,	nan,	b,	NA,	NA,	a,	a,	nan,	0.0,	0.39794,	a,	0
346,	0.0,	NA,	c,	nan,	a,	NA,	NA,	NA,	b,	nan,	0.0,	0.04081,	a,	0
347,	nan,	NA,	b,	nan,	a,	d,	NA,	b,	NA,	0.0,	0.0,	0.39794,	a,	0
348,	0.17808,	c,	b,	0.53333,	b,	j,	NA,	a,	b,	nan,	0.0,	0.39794,	a,	0
349,	0.28767,	c,	h,	0.59999,	NA,	g,	NA,	b,	a,	0.0,	0.0,	0.49997,	a,	0
350,	0.08218,	c,	b,	0.53333,	b,	g,	b,	a,	a,	0.0,	0.0,	0.60204,	a,	0
351,	0.20548,	NA,	h,	nan,	b,	NA,	NA,	a,	a,	0.0,	0.0,	0.39794,	NA,	0
352,	0.36987,	c,	NA,	0.73332,	a,	f,	d,	a,	a,	0.0,	nan,	0.39794,	a,	0
353,	0.50685,	f,	b,	0.53333,	b,	NA,	b,	b,	a,	0.0,	0.0,	nan,	a,	0
354,	0.20548,	NA,	NA,	0.79998,	b,	c,	b,	a,	a,	nan,	0.0,	0.49997,	NA,	0
355,	0.45203,	NA,	l,	0.06666,	f,	i,	e,	a,	a,	nan,	0.0,	0.39794,	a,	0
356,	0.09588,	c,	a,	0.79998,	a,	h,	a,	a,	b,	0.0,	nan,	0.19387,	a,	0
357,	0.27395,	NA,	b,	0.53333,	b,	a,	c,	NA,	b,	nan,	0.0,	0.60204,	a,	0
358,	nan,	c,	b,	nan,	NA,	g,	e,	a,	a,	0.0,	0.0,	0.39794,	a,	0
359,	0.28767,	c,	h,	0.59999,	b,	g,	b,	NA,	NA,	0.0,	0.0,	0.39794,	a,	0
360,	nan,	NA,	h,	0.59999,	a,	NA,	d,	a,	a,	0.0,	0.0,	0.39794,	a,	0
361,	0.24657,	c,	b,	0.53333,	a,	i,	a,	a,	a,	nan,	0.0,	0.39794,	a,	0
362,	0.17808,	c,	b,	0.53333,	NA,	NA,	a,	a,	a,	0.0,	nan,	0.60204,	NA,	0
363,	0.68493,	c,	i,	0.66665,	c,	NA,	a,	a,	b,	0.0,	0.0,	0.23469,	a,	0
364,	0.39724,	NA,	a,	nan,	a,	i,	NA,	a,	b,	nan,	0.0,	0.39794,	a,	0
365,	0.0,	c,	NA,	0.26665,	a,	e,	a,	a,	a,	0.0,	0.0,	0.05102,	a,	0
366,	0.06849,	c,	h,	nan,	a,	b,	d,	a,	a,	nan,	nan,	0.29591,	a,	0
367,	0.13698,	c,	k,	0.33333,	a,	NA,	a,	a,	a,	0.0,	0.0,	0.39794,	a,	0
368,	nan,	NA,	b,	0.53333,	a,	e,	NA,	a,	b,	0.0,	0.0,	0.34694,	a,	0
369,	0.21916,	c,	f,	nan,	b,	i,	b,	a,	NA,	0.0,	0.0,	nan,	NA,	0
370,	0.35614,	b,	h,	0.59999,	b,	i,	b,	NA,	a,	0.0,	0.0,	nan,	a,	0
371,	nan,	a,	a,	0.79998,	a,	c,	a,	a,	a,	0.0,	0.0,	0.19387,	a,	0
372,	0.32877,	c,	b,	0.53333,	f,	NA,	e,	a,	b,	0.0,	0.0,	0.39794,	NA,	0
373,	0.47944,	NA,	n,	nan,	NA,	NA,	f,	b,	a,	0.00594,	0.0,	0.39794,	a,	0
374,	0.10958,	c,	h,	0.59999,	f,	NA,	d,	b,	NA,	0.0,	0.0,	0.19387,	NA,	0
375,	nan,	NA,	l,	nan,	b,	NA,	b,	a,	NA,	0.0,	0.0,	0.34694,	a,	0
376,	0.57532,	f,	b,	nan,	NA,	NA,	b,	a,	a,	nan,	0.0,	0.44897,	a,	0
377,	nan,	f,	a,	0.79998,	NA,	NA,	NA,	a,	NA,	0.0,	0.0,	0.39794,	a,	0
378,	0.31504,	c,	b,	nan,	a,	e,	a,	a,	b,	0.0,	0.0,	0.34694,	a,	0
379,	0.39724,	d,	b,	0.53333,	c,	a,	a,	a,	NA,	0.0,	0.0,	0.39794,	a,	0
380,	0.24657,	NA,	f,	0.73332,	a,	j,	a,	a,	b,	nan,	0.0,	0.60204,	a,	0
381,	0.23289,	c,	b,	0.53333,	c,	c,	e,	a,	b,	0.0,	0.0,	0.24489,	a,	0
382,	0.21916,	c,	a,	0.79998,	a,	NA,	d,	a,	a,	0.0,	0.0,	0.19387,	NA,	0
383,	0.32877,	c,	b,	0.53333,	c,	NA,	e,	a,	b,	0.0,	0.0,	0.35713,	a,	0
384,	nan,	c,	h,	0.59999,	a,	d,	NA,	NA,	a,	nan,	0.0,	0.39794,	a,	0
385,	0.08218,	c,	j,	0.13333,	a,	e,	d,	a,	NA,	0.0,	0.0,	0.39794,	p,	0
386,	0.12328,	c,	h,	0.59999,	a,	c,	a,	NA,	b,	nan,	0.0,	0.34694,	a,	0
387,	0.75340,	NA,	b,	0.53333,	b,	NA,	b,	a,	NA,	0.0,	nan,	0.19387,	a,	0
388,	nan,	f,	b,	0.53333,	NA,	f,	a,	a,	NA,	0.0,	nan,	nan,	q,	0
389,	0.61642,	f,	b,	0.53333,	b,	g,	b,	a,	a,	0.0,	0.0,	nan,	a,	0
390,	0.47944,	c,	h,	0.59999,	b,	NA,	b,	NA,	a,	0.0,	0.0,	0.39794,	a,	0
391,	0.56164,	c,	h,	0.59999,	c,	e,	e,	a,	b,	nan,	0.0,	0.41836,	r,	0
392,	0.10958,	c,	a,	0.79998,	NA,	l,	a,	a,	b,	0.0,	nan,	0.39794,	a,	0
393,	0.09588,	c,	a,	0.79998,	a,	j,	a,	b,	a,	0.0,	0.0,	nan,	NA,	0
394,	0.02739,	c,	h,	0.59999,	a,	k,	d,	a,	a,	0.0,	nan,	0.07142,	a,	0
395,	0.35614,	c,	h,	0.59999,	NA,	j,	NA,	a,	a,	0.0,	0.0,	nan,	a,	0
396,	0.41097,	f,	NA,	nan,	d,	a,	e,	b,	NA,	nan,	0.0,	0.39794,	NA,	0
397,	0.30136,	c,	b,	0.53333,	c,	NA,	e,	a,	b,	0.0,	nan,	0.39794,	a,	0
398,	0.43834,	c,	NA,	0.66665,	NA,	b,	e,	a,	a,	0.0,	0.31679,	0.41836,	a,	0
399,	0.49312,	NA,	j,	0.13333,	g,	NA,	e,	NA,	b,	0.0,	0.0,	0.29591,	a,	0
400,	0.20548,	c,	i,	nan,	NA,	i,	NA,	a,	a,	0.0,	0.0,	0.44897,	a,	0
401,	nan,	c,	NA,	nan,	c,	i,	a,	a,	a,	0.0,	0.0,	nan,	a,	0
402,	0.54795,	NA,	NA,	0.66665,	g,	NA,	NA,	a,	b,	0.0,	0.0,	0.37755,	a,	0
403,	0.10958,	NA,	NA,	0.59999,	a,	NA,	a,	c,	b,	nan,	nan,	0.19387,	a,	0
404,	0.04109,	NA,	NA,	0.59999,	a,	NA,	d,	a,	NA,	0.0,	0.0,	0.23469,	NA,	0
405,	0.05479,	NA,	h,	0.59999,	NA,	NA,	NA,	a,	NA,	0.0,	0.0,	0.34694,	a,	0
406,	0.09588,	f,	h,	0.59999,	c,	b,	a,	b,	NA,	0.0,	0.0,	0.49997,	a,	0
407,	0.15068,	NA,	h,	0.59999,	b,	l,	c,	a,	b,	nan,	0.0,	0.39794,	a,	0
408,	nan,	NA,	h,	0.59999,	c,	NA,	a,	NA,	b,	0.0,	0.0,	0.08163,	a,	0
409,	nan,	NA,	b,	0.53333,	b,	NA,	NA,	a,	NA,	0.0,	0.0,	0.49997,	a,	0
410,	0.36987,	b,	d,	0.86665,	NA,	c,	b,	a,	a,	nan,	0.0,	0.39794,	a,	0
411,	nan,	c,	c,	0.40000,	c,	NA,	e,	d,	b,	0.0,	0.0,	nan,	NA,	0
412,	0.12328,	NA,	b,	0.53333,	a,	d,	a,	a,	a,	0.0,	0.0,	0.39794,	a,	0
413,	0.26026,	c,	b,	0.53333,	NA,	NA,	b,	b,	a,	0.0,	nan,	0.39794,	a,	0
414,	0.30136,	f,	n,	0.46666,	b,	h,	b,	a,	a,	0.0,	nan,	0.49997,	NA,	0
415,	0.54795,	c,	l,	0.06666,	NA,	n,	a,	NA,	b,	nan,	0.0,	0.29591,	a,	0
416,	nan,	c,	i,	nan,	d,	i,	a,	a,	a,	0.0,	0.0,	0.39794,	a,	0
417,	nan,	e,	a,	0.79998,	NA,	NA,	a,	NA,	b,	0.0,	0.0,	nan,	a,	0
418,	nan,	NA,	b,	nan,	NA,	NA,	e,	b,	b,	0.0,	0.0,	0.39794,	a,	0
419,	0.36987,	c,	NA,	0.59999,	NA,	g,	b,	a,	a,	nan,	0.0,	nan,	a,	0
420,	0.16438,	c,	o,	1.0,	a,	c,	d,	a,	a,	nan,	0.0,	nan,	a,	0
421,	0.17808,	c,	h,	0.59999,	a,	b,	e,	a,	b,	0.0,	0.0,	0.39794,	a,	0
422,	0.13698,	c,	b,	0.53333,	a,	g,	a,	a,	a,	0.0,	nan,	0.39794,	NA,	0
423,	0.13698,	c,	h,	0.59999,	b,	l,	b,	a,	a,	0.0,	0.0,	nan,	a,	0
424,	0.20548,	c,	b,	0.53333,	a,	b,	a,	NA,	b,	0.0,	0.0,	0.44897,	NA,	0
425,	nan,	c,	k,	0.33333,	b,	e,	c,	a,	b,	0.0,	0.0,	0.07142,	a,	0
426,	nan,	NA,	h,	nan,	b,	k,	NA,	NA,	a,	0.0,	0.0,	nan,	a,	0
427,	0.05479,	c,	b,	0.53333,	a,	b,	NA,	a,	a,	0.0,	0.0,	0.35713,	a,	0
428,	0.15068,	c,	h,	0.59999,	a,	NA,	e,	a,	NA,	0.0,	0.0,	0.39794,	a,	0
429,	0.39724,	b,	h,	0.59999,	NA,	j,	a,	NA,	a,	0.0,	nan,	0.49997,	a,	0
430,	0.26026,	b,	NA,	0.53333,	d,	e,	e,	a,	NA,	0.0,	0.0,	nan,	a,	0
431,	0.75340,	c,	c,	0.40000,	g,	a,	NA,	a,	b,	0.0,	0.0,	0.39794,	a,	0
432,	0.24657,	c,	b,	0.53333,	b,	d,	c,	b,	b,	0.0,	0.0,	nan,	a,	0
433,	nan,	c,	NA,	nan,	a,	d,	a,	a,	b,	0.0,	0.0,	0.39794,	NA,	0
434,	nan,	c,	b,	0.53333,	b,	d,	b,	a,	NA,	0.0,	nan,	0.39794,	NA,	0
435,	0.19177,	c,	b,	0.53333,	d,	a,	e,	a,	b,	nan,	0.0,	0.19387,	NA,	0
436,	nan,	NA,	b,	0.53333,	b,	h,	c,	a,	NA,	0.0,	0.0,	0.31632,	a,	0
437,	0.17808,	c,	c,	0.40000,	b,	e,	b,	a,	a,	0.0,	0.0,	0.39794,	d,	0
438,	0.15068,	c,	a,	0.79998,	a,	NA,	a,	a,	a,	nan,	nan,	0.55101,	NA,	0
439,	0.09588,	c,	NA,	nan,	NA,	b,	e,	b,	b,	0.0,	0.0,	0.39794,	a,	0
440,	0.04109,	c,	b,	nan,	a,	b,	d,	c,	a,	0.0,	0.0,	0.47959,	NA,	0
441,	0.35614,	e,	NA,	0.86665,	NA,	j,	NA,	a,	NA,	0.05013,	0.0,	0.44897,	a,	0
442,	nan,	c,	g,	0.19998,	d,	e,	e,	a,	NA,	0.0,	0.0,	0.39794,	d,	0
443,	0.16438,	NA,	b,	nan,	d,	NA,	a,	a,	a,	0.0,	0.0,	0.34694,	NA,	0
444,	0.41097,	c,	NA,	nan,	c,	j,	e,	NA,	a,	nan,	0.0,	0.41836,	a,	0
445,	0.09588,	c,	b,	0.53333,	a,	i,	NA,	a,	a,	nan,	0.0,	nan,	a,	0
446,	0.46575,	c,	b,	0.53333,	b,	c,	b,	NA,	NA,	0.0,	0.0,	0.39794,	a,	0
447,	0.0,	c,	NA,	0.40000,	NA,	l,	d,	a,	a,	0.0,	0.0,	0.11224,	a,	0
448,	0.13698,	c,	NA,	nan,	a,	c,	a,	a,	b,	0.0,	0.0,	0.70408,	NA,	0
449,	0.01369,	NA,	n,	0.46666,	a,	NA,	d,	a,	a,	0.0,	0.0,	0.24489,	NA,	0
450,	0.26026,	b,	f,	0.73332,	c,	l,	e,	a,	b,	0.0,	nan,	nan,	NA,	0
451,	0.56164,	f,	a,	0.79998,	a,	c,	NA,	a,	b,	nan,	nan,	0.39794,	a,	0
452,	0.12328,	NA,	h,	0.59999,	NA,	NA,	NA,	a,	a,	0.0,	0.0,	nan,	NA,	0
453,	0.57532,	c,	b,	0.53333,	b,	i,	b,	a,	a,	0.0,	0.0,	0.39794,	a,	0
454,	0.13698,	c,	b,	0.53333,	b,	d,	b,	a,	NA,	0.0,	nan,	0.39794,	a,	0
455,	0.19177,	b,	a,	0.79998,	a,	NA,	a,	a,	a,	0.0,	0.0,	0.39794,	a,	0
456,	0.05479,	c,	NA,	0.59999,	a,	l,	d,	a,	b,	nan,	0.0,	0.23469,	a,	0
457,	0.16438,	c,	NA,	0.59999,	a,	a,	a,	a,	a,	nan,	0.0,	nan,	a,	0
458,	0.01369,	c,	c,	0.40000,	a,	e,	d,	a,	a,	0.0,	0.0,	0.39794,	a,	0
459,	0.54795,	e,	a,	0.79998,	NA,	c,	a,	a,	a,	0.0,	0.0,	0.80612,	a,	0
460,	0.34246,	NA,	b,	0.53333,	NA,	NA,	b,	a,	NA,	0.0,	0.0,	nan,	a,	0
461,	0.52054,	NA,	b,	0.53333,	b,	NA,	c,	e,	b,	nan,	0.0,	0.39794,	a,	0
462,	0.08218,	c,	a,	0.79998,	a,	NA,	d,	a,	b,	0.0,	0.0,	0.39794,	a,	0
463,	0.13698,	c,	b,	0.53333,	a,	l,	NA,	a,	a,	0.0,	0.0,	nan,	a,	0
464,	nan,	NA,	h,	0.59999,	a,	NA,	e,	c,	b,	nan,	0.0,	0.24489,	a,	0
465,	nan,	c,	h,	nan,	a,	h,	a,	a,	a,	0.02174,	0.0,	nan,	a,	0
466,	nan,	c,	a,	0.79998,	a,	c,	a,	a,	b,	0.0,	0.0,	0.44897,	a,	0
467,	0.20548,	c,	a,	0.79998,	NA,	h,	a,	a,	NA,	nan,	0.0,	0.39794,	a,	0
468,	0.02739,	c,	h,	0.59999,	a,	a,	d,	NA,	a,	0.0,	0.0,	0.27550,	a,	0
469,	0.58905,	c,	NA,	0.19998,	c,	e,	a,	a,	b,	nan,	0.0,	0.39794,	a,	0
470,	nan,	f,	e,	0.26665,	b,	NA,	NA,	NA,	a,	0.0,	0.0,	nan,	a,	0
471,	0.24657,	b,	f,	0.73332,	a,	f,	a,	NA,	a,	nan,	nan,	0.39794,	a,	0
472,	0.42466,	c,	b,	0.53333,	a,	a,	NA,	b,	b,	nan,	0.0,	nan,	a,	0
473,	0.16438,	c,	b,	0.53333,	a,	i,	a,	c,	a,	0.0,	0.0,	0.39794,	a,	0
474,	0.26026,	f,	b,	0.53333,	NA,	NA,	a,	NA,	a,	nan,	0.0,	nan,	NA,	0
475,	0.0,	c,	k,	0.33333,	a,	e,	d,	a,	NA,	0.0,	0.0,	0.20407,	a,	0
476,	0.47944,	NA,	NA,	0.86665,	c,	NA,	NA,	a,	b,	0.06848,	0.0,	0.60204,	a,	0
477,	0.09588,	c,	NA,	0.53333,	a,	i,	NA,	a,	a,	0.0,	0.0,	nan,	NA,	0
478,	0.09588,	c,	b,	0.53333,	b,	b,	b,	a,	a,	0.0,	0.0,	0.49997,	a,	0
479,	0.12328,	f,	NA,	0.79998,	a,	c,	d,	a,	a,	0.01055,	0.0,	0.39794,	a,	0
480,	nan,	c,	a,	0.79998,	a,	e,	d,	a,	b,	0.0,	0.0,	nan,	a,	0
481,	0.30136,	c,	b,	0.53333,	NA,	b,	d,	a,	a,	0.0,	0.0,	nan,	NA,	0
482,	nan,	NA,	b,	0.53333,	b,	g,	b,	NA,	a,	0.0,	nan,	0.44897,	a,	0
483,	0.45203,	b,	b,	0.53333,	b,	j,	b,	a,	a,	nan,	nan,	0.31632,	a,	0
484,	0.47944,	NA,	a,	0.79998,	NA,	l,	b,	a,	NA,	0.0,	0.0,	0.55101,	a,	0
485,	0.08218,	c,	a,	0.79998,	a,	l,	d,	a,	b,	0.0,	0.0,	0.19387,	a,	0
486,	0.38356,	c,	c,	nan,	g,	e,	NA,	b,	b,	0.0,	0.0,	0.19387,	a,	0
